,id,name,form,gen,type1,type2,stats,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg,ability_0,ability_1,ability_hidden,ev_yield,catch_rate,growth_rate,egg_groups,male_percent,female_percent,egg_cycles,egg_steps,is_legendary,evo_1,evo_1_details,evo_2,evo_3,evo_2_details,evo_stage,evo_is_final
1056,898,Calyrex,Shadow Rider,8,psychic,ghost,680,100,85,80,165,100,150,King Pokémon,1.1,7.7,Unnerve,,,3 HP,3,Slow,Undiscovered,,,120.0,30840.0,1,Calyrex,,,,,1.0,1
1057,899,Wyrdeer,,8,normal,psychic,525,103,105,72,105,75,65,Big Horn Pokémon,1.8,95.1,Intimidate,Intimidate,Sap Sipper,"1 Attack, 1 Sp. Atk",45,Slow,Field,50.0,50.0,20.0,5140.0,0,Stantler,use Psyshield Bash 20 times in Agile Style,Wyrdeer,,,2.0,1
1058,900,Kleavor,,8,bug,rock,500,70,135,95,45,70,85,Axe Pokémon,1.8,89.0,Swarm,Swarm,Sharpness,3 Attack,15,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Scyther,use Black Augurite,Kleavor,,,2.0,1
1059,901,Ursaluna,,8,ground,normal,550,130,140,105,45,80,50,Peat Pokémon,2.4,290.0,Guts,Guts,Unnerve,3 Attack,20,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Teddiursa,Level 30,Ursaring,Ursaluna,"use Peat Block, under a full moon, in Legends: Arceus",3.0,1
1060,902,Basculegion,Male,8,water,ghost,530,120,112,65,80,75,78,Big Fish Pokémon,3.0,110.0,Swift Swim,Swift Swim,Mold Breaker,3 HP,45,Medium Fast,Water 2,100.0,0.0,20.0,5140.0,0,Basculin,"Male, receive 294 recoil damage in battle",Basculegion,,,2.0,1
1061,902,Basculegion,Female,8,water,ghost,530,120,92,65,100,75,78,Big Fish Pokémon,3.0,110.0,Swift Swim,Swift Swim,Mold Breaker,3 HP,45,Medium Fast,Water 2,100.0,0.0,20.0,5140.0,0,Basculin,"Female, receive 294 recoil damage in battle",Basculegion,,,2.0,1
1062,903,Sneasler,,8,fighting,poison,510,80,130,60,40,80,120,Free Climb Pokémon,1.3,43.0,Pressure,Pressure,Poison Touch,2 Attack,20,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Sneasel,"use Razor Claw, Daytime",Sneasler,,,2.0,1
1063,904,Overqwil,,8,dark,poison,510,85,115,95,65,65,85,Pin Cluster Pokémon,2.5,60.5,Poison Point,Poison Point,Intimidate,2 Attack,45,Medium Fast,Water 2,50.0,50.0,20.0,5140.0,0,Qwilfish,use Barb Barrage 20 times in Strong Style,Overqwil,,,2.0,1
1064,905,Enamorus,Incarnate Forme,8,fairy,flying,580,74,115,70,135,80,106,Love-Hate Pokémon,1.6,48.0,Cute Charm,,Contrary,3 Sp. Atk,3,Slow,Undiscovered,0.0,100.0,20.0,5140.0,1,Enamorus,,,,,1.0,1
1065,905,Enamorus,Therian Forme,8,fairy,flying,580,74,115,110,135,100,46,Love-Hate Pokémon,1.6,48.0,Cute Charm,,Contrary,3 Sp. Atk,3,Slow,Undiscovered,0.0,100.0,20.0,5140.0,1,Enamorus,,,,,1.0,1
1066,128,Tauros,Combat Breed,9,fighting,,490,75,110,105,30,70,100,Wild Bull Pokémon,1.4,88.4,Intimidate,Intimidate,Sheer Force,"1 Attack, 1 Speed",45,Slow,Field,100.0,0.0,20.0,5140.0,0,Tauros,,,,,1.0,1
1067,128,Tauros,Blaze Breed,9,fighting,fire,490,75,110,105,30,70,100,Wild Bull Pokémon,1.4,88.4,Intimidate,Intimidate,Sheer Force,"1 Attack, 1 Speed",45,Slow,Field,100.0,0.0,20.0,5140.0,0,Tauros,,,,,1.0,1
1068,128,Tauros,Aqua Breed,9,fighting,water,490,75,110,105,30,70,100,Wild Bull Pokémon,1.4,88.4,Intimidate,Intimidate,Sheer Force,"1 Attack, 1 Speed",45,Slow,Field,100.0,0.0,20.0,5140.0,0,Tauros,,,,,1.0,1
1069,194,Wooper,Paldean Wooper,9,poison,ground,210,55,45,45,25,25,15,Water Fish Pokémon,0.4,8.5,Damp,Damp,Unaware,1 HP,255,Medium Fast,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Wooper,Level 20,Clodsire,,,1.0,0
1070,901,Ursaluna,Bloodmoon,9,ground,normal,555,113,70,120,135,65,52,Peat Pokémon,2.4,290.0,Guts,Guts,Unnerve,3 Attack,20,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Ursaluna,,,,,1.0,1
1071,906,Sprigatito,,9,grass,,310,40,61,54,45,45,65,Grass Cat Pokémon,0.4,4.1,Overgrow,,Protean,1 Speed,45,Medium Slow,"Field,Grass",87.5,12.5,20.0,5140.0,0,Sprigatito,Level 16,Floragato,Meowscarada,Level 36,1.0,0
1072,907,Floragato,,9,grass,,410,61,80,63,60,63,83,Grass Cat Pokémon,0.9,12.2,Overgrow,,Protean,2 Speed,45,Medium Slow,"Field,Grass",87.5,12.5,20.0,5140.0,0,Sprigatito,Level 16,Floragato,Meowscarada,Level 36,2.0,0
1073,908,Meowscarada,,9,grass,dark,530,76,110,70,81,70,123,Magician Pokémon,1.5,31.2,Overgrow,,Protean,3 Speed,45,Medium Slow,"Field,Grass",87.5,12.5,20.0,5140.0,0,Sprigatito,Level 16,Floragato,Meowscarada,Level 36,3.0,1
1074,909,Fuecoco,,9,fire,,310,67,45,59,63,40,36,Fire Croc Pokémon,0.4,9.8,Blaze,,Unaware,1 HP,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Fuecoco,Level 16,Crocalor,Skeledirge,Level 36,1.0,0
1075,910,Crocalor,,9,fire,,411,81,55,78,90,58,49,Fire Croc Pokémon,1.0,30.7,Blaze,,Unaware,2 Sp. Atk,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Fuecoco,Level 16,Crocalor,Skeledirge,Level 36,2.0,0
1076,911,Skeledirge,,9,fire,ghost,530,104,75,100,110,75,66,Singer Pokémon,1.6,326.5,Blaze,,Unaware,3 Sp. Atk,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Fuecoco,Level 16,Crocalor,Skeledirge,Level 36,3.0,1
1077,912,Quaxly,,9,water,,310,55,65,45,50,45,50,Duckling Pokémon,0.5,6.1,Torrent,,Moxie,1 Attack,45,Medium Slow,"Flying,Water 1",87.5,12.5,20.0,5140.0,0,Quaxly,Level 16,Quaxwell,Quaquaval,Level 36,1.0,0
1078,913,Quaxwell,,9,water,,410,70,85,65,65,60,65,Practicing Pokémon,1.2,21.5,Torrent,,Moxie,2 Attack,45,Medium Slow,"Flying,Water 1",87.5,12.5,20.0,5140.0,0,Quaxly,Level 16,Quaxwell,Quaquaval,Level 36,2.0,0
1079,914,Quaquaval,,9,water,fighting,530,85,120,80,85,75,85,Dancer Pokémon,1.8,61.9,Torrent,,Moxie,3 Attack,45,Medium Slow,"Flying,Water 1",87.5,12.5,20.0,5140.0,0,Quaxly,Level 16,Quaxwell,Quaquaval,Level 36,3.0,1
1080,915,Lechonk,,9,normal,,254,54,45,40,35,45,35,Hog Pokémon,0.5,10.2,Aroma Veil,Aroma Veil,Thick Fat,1 HP,255,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Lechonk,"Level 18, Female",Oinkologne,,,1.0,0
1081,916,Oinkologne,Male,9,normal,,489,110,100,75,59,80,65,Hog Pokémon,1.0,120.0,Lingering Aroma,Lingering Aroma,Thick Fat,2 HP,100,Medium Fast,Field,100.0,0.0,15.0,3855.0,0,Lechonk,"Level 18, Male",Oinkologne,,,2.0,1
1082,916,Oinkologne,Female,9,normal,,489,115,90,70,59,90,65,Hog Pokémon,1.0,120.0,Lingering Aroma,Lingering Aroma,Thick Fat,2 HP,100,Medium Fast,Field,100.0,0.0,15.0,3855.0,0,Lechonk,"Level 18, Female",Oinkologne,,,2.0,1
1083,917,Tarountula,,9,bug,,210,35,41,45,29,40,20,String Ball Pokémon,0.3,4.0,Insomnia,,Stakeout,1 Defense,255,Erratic,Bug,50.0,50.0,15.0,3855.0,0,Tarountula,Level 15,Spidops,,,1.0,0
1084,918,Spidops,,9,bug,,404,60,79,92,52,86,35,Trap Pokémon,1.0,16.5,Insomnia,,Stakeout,2 Defense,120,Erratic,Bug,50.0,50.0,15.0,3855.0,0,Tarountula,Level 15,Spidops,,,2.0,1
1085,919,Nymble,,9,bug,,210,33,46,40,21,25,45,Grasshopper Pokémon,0.2,1.0,Swarm,,Tinted Lens,1 Attack,190,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Nymble,Level 24,Lokix,,,1.0,0
1086,920,Lokix,,9,bug,dark,450,71,102,78,52,55,92,Grasshopper Pokémon,1.0,17.5,Swarm,,Tinted Lens,2 Attack,30,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Nymble,Level 24,Lokix,,,2.0,1
1087,921,Pawmi,,9,electric,,240,45,50,20,40,25,60,Mouse Pokémon,0.3,2.5,Static,Static,Iron Fist,1 Speed,190,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Pawmi,Level 18,Pawmo,Pawmot,"walk 1,000 steps in Let's Go mode",1.0,0
1088,922,Pawmo,,9,electric,fighting,350,60,75,40,50,40,85,Mouse Pokémon,0.4,6.5,Volt Absorb,Volt Absorb,Iron Fist,2 Speed,80,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Pawmi,Level 18,Pawmo,Pawmot,"walk 1,000 steps in Let's Go mode",2.0,0
1089,923,Pawmot,,9,electric,fighting,490,70,115,70,70,60,105,Hands-On Pokémon,0.9,41.0,Volt Absorb,Volt Absorb,Iron Fist,3 Attack,45,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Pawmi,Level 18,Pawmo,Pawmot,"walk 1,000 steps in Let's Go mode",3.0,1
1090,924,Tandemaus,,9,normal,,305,50,50,45,40,45,75,Couple Pokémon,0.3,1.8,Run Away,Run Away,Own Tempo,1 Speed,150,Fast,"Fairy,Field",,,10.0,2570.0,0,Tandemaus,Level 25,Maushold,,,1.0,0
1091,925,Maushold,Family of Four,9,normal,,470,74,75,70,65,75,111,Family Pokémon,0.3,2.8,Friend Guard,Friend Guard,Technician,2 Speed,75,Fast,"Fairy,Field",,,10.0,2570.0,0,Tandemaus,Level 25,Maushold,,,2.0,1
1092,926,Fidough,,9,fairy,,312,37,55,70,30,55,65,Puppy Pokémon,0.3,10.9,Own Tempo,,Klutz,1 Speed,190,Medium Slow,"Field,Mineral",50.0,50.0,20.0,5140.0,0,Fidough,Level 26,Dachsbun,,,1.0,0
1093,927,Dachsbun,,9,fairy,,477,57,80,115,50,80,95,Dog Pokémon,0.5,14.9,Well-Baked Body,,Aroma Veil,2 Speed,90,Medium Slow,"Field,Mineral",50.0,50.0,20.0,5140.0,0,Fidough,Level 26,Dachsbun,,,2.0,1
1094,928,Smoliv,,9,grass,normal,260,41,35,45,58,51,30,Olive Pokémon,0.3,6.5,Early Bird,,Harvest,1 Sp. Atk,255,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Smoliv,Level 25,Dolliv,Arboliva,Level 35,1.0,0
1095,929,Dolliv,,9,grass,normal,354,52,53,60,78,78,33,Olive Pokémon,0.6,11.9,Early Bird,,Harvest,2 Sp. Atk,120,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Smoliv,Level 25,Dolliv,Arboliva,Level 35,2.0,0
1096,930,Arboliva,,9,grass,normal,510,78,69,90,125,109,39,Olive Pokémon,1.4,48.2,Seed Sower,,Harvest,3 Sp. Atk,45,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Smoliv,Level 25,Dolliv,Arboliva,Level 35,3.0,1
1097,931,Squawkabilly,Green Plumage,9,normal,flying,417,82,96,51,45,51,92,Parrot Pokémon,0.6,2.4,Intimidate,Intimidate,Guts,1 Attack,190,Erratic,Flying,50.0,50.0,15.0,3855.0,0,Squawkabilly,,,,,1.0,1
1098,932,Nacli,,9,rock,,280,55,55,75,35,35,25,Rock Salt Pokémon,0.4,16.0,Purifying Salt,Purifying Salt,Clear Body,1 Defense,255,Medium Slow,Mineral,50.0,50.0,20.0,5140.0,0,Nacli,Level 24,Naclstack,Garganacl,Level 38,1.0,0
1099,933,Naclstack,,9,rock,,355,60,60,100,35,65,35,Rock Salt Pokémon,0.6,105.0,Purifying Salt,Purifying Salt,Clear Body,2 Defense,120,Medium Slow,Mineral,50.0,50.0,20.0,5140.0,0,Nacli,Level 24,Naclstack,Garganacl,Level 38,2.0,0
1100,934,Garganacl,,9,rock,,500,100,100,130,45,90,35,Rock Salt Pokémon,2.3,240.0,Purifying Salt,Purifying Salt,Clear Body,3 Defense,45,Medium Slow,Mineral,50.0,50.0,20.0,5140.0,0,Nacli,Level 24,Naclstack,Garganacl,Level 38,3.0,1
1101,935,Charcadet,,9,fire,,255,40,50,40,50,40,35,Fire Child Pokémon,0.6,10.5,Flash Fire,,Flame Body,1 Sp. Atk,90,Slow,Human-Like,50.0,50.0,35.0,8995.0,0,Charcadet,use Malicious Armor,Ceruledge,,,1.0,0
1102,936,Armarouge,,9,fire,psychic,525,85,60,100,125,80,75,Fire Warrior Pokémon,1.5,85.0,Flash Fire,,Weak Armor,2 Sp. Atk,25,Slow,Human-Like,50.0,50.0,35.0,8995.0,0,Charcadet,use Auspicious Armor,Armarouge,,,2.0,1
1103,937,Ceruledge,,9,fire,ghost,525,75,125,80,60,100,85,Fire Blades Pokémon,1.6,62.0,Flash Fire,,Weak Armor,2 Attack,25,Slow,Human-Like,50.0,50.0,35.0,8995.0,0,Charcadet,use Malicious Armor,Ceruledge,,,2.0,1
1104,938,Tadbulb,,9,electric,,272,61,31,41,59,35,45,EleTadpole Pokémon,0.3,0.4,Own Tempo,Own Tempo,Damp,1 HP,190,Medium Fast,Water 1,50.0,50.0,20.0,5140.0,0,Tadbulb,use Thunder Stone,Bellibolt,,,1.0,0
1105,939,Bellibolt,,9,electric,,495,109,64,91,103,83,45,EleFrog Pokémon,1.2,113.0,Electromorphosis,Electromorphosis,Damp,2 HP,50,Medium Fast,Water 1,50.0,50.0,20.0,5140.0,0,Tadbulb,use Thunder Stone,Bellibolt,,,2.0,1
1106,940,Wattrel,,9,electric,flying,280,40,40,35,55,40,70,Storm Petrel Pokémon,0.4,3.6,Wind Power,Wind Power,Competitive,1 Speed,180,Medium Slow,"Flying,Water 1",50.0,50.0,20.0,5140.0,0,Wattrel,Level 25,Kilowattrel,,,1.0,0
1107,941,Kilowattrel,,9,electric,flying,490,70,70,60,105,60,125,Frigatebird Pokémon,1.4,38.6,Wind Power,Wind Power,Competitive,2 Speed,90,Medium Slow,"Flying,Water 1",50.0,50.0,20.0,5140.0,0,Wattrel,Level 25,Kilowattrel,,,2.0,1
1108,942,Maschiff,,9,dark,,340,60,78,60,40,51,51,Rascal Pokémon,0.5,16.0,Intimidate,Intimidate,Stakeout,1 Attack,150,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Maschiff,Level 30,Mabosstiff,,,1.0,0
1109,943,Mabosstiff,,9,dark,,505,80,120,90,60,70,85,Boss Pokémon,1.1,61.0,Intimidate,Intimidate,Stakeout,2 Attack,75,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Maschiff,Level 30,Mabosstiff,,,2.0,1
1110,944,Shroodle,,9,poison,normal,290,40,65,35,40,35,75,Toxic Mouse Pokémon,0.2,0.7,Unburden,Unburden,Prankster,1 Speed,190,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Shroodle,Level 28,Grafaiai,,,1.0,0
1111,945,Grafaiai,,9,poison,normal,485,63,95,65,80,72,110,Toxic Monkey Pokémon,0.7,27.2,Unburden,Unburden,Prankster,2 Speed,90,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Shroodle,Level 28,Grafaiai,,,2.0,1
1112,946,Bramblin,,9,grass,ghost,275,40,65,30,45,35,60,Tumbleweed Pokémon,0.6,0.6,Wind Rider,,Infiltrator,1 Attack,190,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Bramblin,"walk 1,000 steps in Let's Go mode",Brambleghast,,,1.0,0
1113,947,Brambleghast,,9,grass,ghost,480,55,115,70,80,70,90,Tumbleweed Pokémon,1.2,6.0,Wind Rider,,Infiltrator,2 Attack,45,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Bramblin,"walk 1,000 steps in Let's Go mode",Brambleghast,,,2.0,1
1114,948,Toedscool,,9,ground,grass,335,40,40,35,50,100,70,Woodear Pokémon,0.9,33.0,Mycelium Might,,,1 Sp. Def,190,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Toedscool,Level 30,Toedscruel,,,1.0,0
1115,949,Toedscruel,,9,ground,grass,515,80,70,65,80,120,100,Woodear Pokémon,1.9,58.0,Mycelium Might,,,2 Sp. Def,90,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Toedscool,Level 30,Toedscruel,,,2.0,1
1116,950,Klawf,,9,rock,,450,70,100,115,35,55,75,Ambush Pokémon,1.3,79.0,Anger Shell,Anger Shell,Regenerator,2 Defense,120,Medium Fast,Water 3,50.0,50.0,35.0,8995.0,0,Klawf,,,,,1.0,1
1117,951,Capsakid,,9,grass,,304,50,62,40,62,40,50,Spicy Pepper Pokémon,0.3,3.0,Chlorophyll,Chlorophyll,Klutz,1 Attack,190,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Capsakid,use Fire Stone,Scovillain,,,1.0,0
1118,952,Scovillain,,9,grass,fire,486,65,108,65,108,65,75,Spicy Pepper Pokémon,0.9,15.0,Chlorophyll,Chlorophyll,Moody,2 Attack,75,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Capsakid,use Fire Stone,Scovillain,,,2.0,1
1119,953,Rellor,,9,bug,,270,41,50,60,31,58,30,Rolling Pokémon,0.2,1.0,Compound Eyes,,Shed Skin,1 Defense,190,Fast,Bug,50.0,50.0,20.0,5140.0,0,Rellor,"walk 1,000 steps in Let's Go mode",Rabsca,,,1.0,0
1120,954,Rabsca,,9,bug,psychic,470,75,50,85,115,100,45,Rolling Pokémon,0.3,3.5,Synchronize,,Telepathy,2 Sp. Atk,45,Fast,Bug,50.0,50.0,20.0,5140.0,0,Rellor,"walk 1,000 steps in Let's Go mode",Rabsca,,,2.0,1
1121,955,Flittle,,9,psychic,,255,30,35,30,55,30,75,Frill Pokémon,0.2,1.5,Anticipation,Anticipation,Speed Boost,1 Speed,120,Medium Slow,Flying,50.0,50.0,20.0,5140.0,0,Flittle,Level 35,Espathra,,,1.0,0
1122,956,Espathra,,9,psychic,,481,95,60,60,101,60,105,Ostrich Pokémon,1.9,90.0,Opportunist,Opportunist,Speed Boost,2 Speed,60,Medium Slow,Flying,50.0,50.0,20.0,5140.0,0,Flittle,Level 35,Espathra,,,2.0,1
1123,957,Tinkatink,,9,fairy,steel,297,50,45,45,35,64,58,Metalsmith Pokémon,0.4,8.9,Mold Breaker,Mold Breaker,Pickpocket,1 Sp. Def,190,Medium Slow,Fairy,0.0,100.0,20.0,5140.0,0,Tinkatink,Level 24,Tinkatuff,Tinkaton,Level 38,1.0,0
1124,958,Tinkatuff,,9,fairy,steel,380,65,55,55,45,82,78,Hammer Pokémon,0.7,59.1,Mold Breaker,Mold Breaker,Pickpocket,2 Sp. Def,90,Medium Slow,Fairy,0.0,100.0,20.0,5140.0,0,Tinkatink,Level 24,Tinkatuff,Tinkaton,Level 38,2.0,0
1125,959,Tinkaton,,9,fairy,steel,506,85,75,77,70,105,94,Hammer Pokémon,0.7,112.8,Mold Breaker,Mold Breaker,Pickpocket,3 Sp. Def,45,Medium Slow,Fairy,0.0,100.0,20.0,5140.0,0,Tinkatink,Level 24,Tinkatuff,Tinkaton,Level 38,3.0,1
1126,960,Wiglett,,9,water,,245,10,55,25,35,25,95,Garden Eel Pokémon,1.2,1.8,Gooey,Gooey,Sand Veil,1 Speed,255,Medium Fast,Water 3,50.0,50.0,20.0,5140.0,0,Wiglett,Level 26,Wugtrio,,,1.0,0
1127,961,Wugtrio,,9,water,,425,35,100,50,50,70,120,Garden Eel Pokémon,1.2,5.4,Gooey,Gooey,Sand Veil,2 Speed,50,Medium Fast,Water 3,50.0,50.0,20.0,5140.0,0,Wiglett,Level 26,Wugtrio,,,2.0,1
1128,962,Bombirdier,,9,flying,dark,485,70,103,85,60,85,82,Item Drop Pokémon,1.5,42.9,Big Pecks,Big Pecks,Rocky Payload,2 Attack,25,Slow,Flying,50.0,50.0,35.0,8995.0,0,Bombirdier,,,,,1.0,1
1129,963,Finizen,,9,water,,315,70,45,40,45,40,75,Dolphin Pokémon,1.3,60.2,Water Veil,,,1 Speed,200,Slow,"Field,Water 2",50.0,50.0,40.0,10280.0,0,Finizen,"Level 38, while in multiplayer",Palafin,,,1.0,0
1130,964,Palafin,Zero Form,9,water,,457,100,70,72,53,62,100,Dolphin Pokémon,1.3,60.2,Zero to Hero,,,2 HP,45,Slow,"Field,Water 2",50.0,50.0,40.0,10280.0,0,Finizen,"Level 38, while in multiplayer",Palafin,,,2.0,1
1131,964,Palafin,Hero Form,9,water,,650,100,160,97,106,87,100,Dolphin Pokémon,1.3,60.2,Zero to Hero,,,2 HP,45,Slow,"Field,Water 2",50.0,50.0,40.0,10280.0,0,Palafin,,,,,1.0,1
1132,965,Varoom,,9,steel,poison,300,45,70,63,30,45,47,Single-Cyl Pokémon,1.0,35.0,Overcoat,,Slow Start,1 Attack,190,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Varoom,Level 40,Revavroom,,,1.0,0
1133,966,Revavroom,,9,steel,poison,500,80,119,90,54,67,90,Multi-Cyl Pokémon,1.8,120.0,Overcoat,,Filter,2 Attack,75,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Varoom,Level 40,Revavroom,,,2.0,1
1134,967,Cyclizar,,9,dragon,normal,501,70,95,65,85,65,121,Mount Pokémon,1.6,63.0,Shed Skin,,Regenerator,2 Speed,190,Medium Slow,Field,50.0,50.0,30.0,7710.0,0,Cyclizar,,,,,1.0,1
1135,968,Orthworm,,9,steel,,480,70,85,145,60,55,65,Earthworm Pokémon,2.5,310.0,Earth Eater,,Sand Veil,2 Defense,25,Slow,Field,50.0,50.0,35.0,8995.0,0,Orthworm,,,,,1.0,1
1136,969,Glimmet,,9,rock,poison,350,48,35,42,105,60,60,Ore Pokémon,0.7,8.0,Toxic Debris,,Corrosion,1 Sp. Atk,70,Medium Slow,Mineral,50.0,50.0,30.0,7710.0,0,Glimmet,Level 35,Glimmora,,,1.0,0
1137,970,Glimmora,,9,rock,poison,525,83,55,90,130,81,86,Ore Pokémon,1.5,45.0,Toxic Debris,,Corrosion,2 Sp. Atk,25,Medium Slow,Mineral,50.0,50.0,30.0,7710.0,0,Glimmet,Level 35,Glimmora,,,2.0,1
1138,971,Greavard,,9,ghost,,290,50,61,60,30,55,34,Ghost Dog Pokémon,0.6,35.0,Pickup,,Fluffy,1 Attack,120,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Greavard,"Level 30, Nighttime",Houndstone,,,1.0,0
1139,972,Houndstone,,9,ghost,,488,72,101,100,50,97,68,Ghost Dog Pokémon,2.0,15.0,Sand Rush,,Fluffy,2 Attack,60,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Greavard,"Level 30, Nighttime",Houndstone,,,2.0,1
1140,973,Flamigo,,9,flying,fighting,500,82,115,74,75,64,90,Synchronize Pokémon,1.6,37.0,Scrappy,Scrappy,Costar,2 Attack,100,Medium Slow,Flying,50.0,50.0,20.0,5140.0,0,Flamigo,,,,,1.0,1
1141,974,Cetoddle,,9,ice,,334,108,68,45,30,40,43,Terra Whale Pokémon,1.2,45.0,Thick Fat,Thick Fat,Sheer Force,1 HP,150,Medium Slow,Field,50.0,50.0,25.0,6425.0,0,Cetoddle,use Ice Stone,Cetitan,,,1.0,0
1142,975,Cetitan,,9,ice,,521,170,113,65,45,55,73,Terra Whale Pokémon,4.5,700.0,Thick Fat,Thick Fat,Sheer Force,2 HP,50,Medium Slow,Field,50.0,50.0,25.0,6425.0,0,Cetoddle,use Ice Stone,Cetitan,,,2.0,1
1143,976,Veluza,,9,water,psychic,478,90,102,73,78,65,70,Jettison Pokémon,2.5,90.0,Mold Breaker,,Sharpness,2 Attack,100,Fast,Water 2,50.0,50.0,20.0,5140.0,0,Veluza,,,,,1.0,1
1144,977,Dondozo,,9,water,,530,150,100,115,65,65,35,Big Catfish Pokémon,12.0,220.0,Unaware,Unaware,Water Veil,3 HP,25,Slow,Water 2,50.0,50.0,40.0,10280.0,0,Dondozo,,,,,1.0,1
1145,978,Tatsugiri,Curly Form,9,dragon,water,475,68,50,60,120,95,82,Mimicry Pokémon,0.3,8.0,Commander,,Storm Drain,2 Sp. Atk,100,Medium Slow,Water 2,50.0,50.0,35.0,8995.0,0,Tatsugiri,,,,,1.0,1
1146,979,Annihilape,,9,fighting,ghost,535,110,115,80,50,90,90,Rage Monkey Pokémon,1.2,56.0,Vital Spirit,Vital Spirit,Defiant,3 Attack,45,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Mankey,Level 28,Primeape,Annihilape,Use Rage Fist 20 times,3.0,1
1147,980,Clodsire,,9,poison,ground,430,130,75,60,45,100,20,Spiny Fish Pokémon,1.8,223.0,Poison Point,Poison Point,Unaware,2 HP,90,Medium Fast,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Wooper,Level 20,Clodsire,,,2.0,1
1148,981,Farigiraf,,9,normal,psychic,520,120,90,70,110,70,60,Long Neck Pokémon,3.2,160.0,Cud Chew,Cud Chew,Sap Sipper,3 HP,45,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Girafarig,after Twin Beam learned,Farigiraf,,,2.0,1
1149,982,Dudunsparce,Two-Segment Form,9,normal,,520,125,100,80,85,75,55,Land Snake Pokémon,3.6,39.2,Serene Grace,Serene Grace,Rattled,2 HP,45,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Dunsparce,after Hyper Drill learned,Dudunsparce,,,2.0,1
1150,983,Kingambit,,9,dark,steel,550,100,135,120,60,85,50,Big Blade Pokémon,2.0,120.0,Defiant,Defiant,Pressure,3 Attack,25,Medium Fast,Human-Like,50.0,50.0,20.0,5140.0,0,Pawniard,Level 52,Bisharp,Kingambit,defeat 3 Bisharp that are holding Leader's Crest,3.0,1
1151,984,Great Tusk,,9,ground,fighting,570,115,131,131,53,53,87,Paradox Pokémon,2.2,320.0,Protosynthesis,,,3 Attack,30,Slow,Undiscovered,,,50.0,12850.0,0,Great Tusk,,,,,1.0,1
1152,985,Scream Tail,,9,fairy,psychic,570,115,65,99,65,115,111,Paradox Pokémon,1.2,8.0,Protosynthesis,,,3 HP,50,Slow,Undiscovered,,,50.0,12850.0,0,Scream Tail,,,,,1.0,1
1153,986,Brute Bonnet,,9,grass,dark,570,111,127,99,79,99,55,Paradox Pokémon,1.2,21.0,Protosynthesis,,,3 Attack,50,Slow,Undiscovered,,,50.0,12850.0,0,Brute Bonnet,,,,,1.0,1
1154,987,Flutter Mane,,9,ghost,fairy,570,55,55,55,135,135,135,Paradox Pokémon,1.4,4.0,Protosynthesis,,,"1 Sp. Atk, 1 Sp. Def, 1 Speed",30,Slow,Undiscovered,,,50.0,12850.0,0,Flutter Mane,,,,,1.0,1
1155,988,Slither Wing,,9,bug,fighting,570,85,135,79,85,105,81,Paradox Pokémon,3.2,92.0,Protosynthesis,,,3 Attack,30,Slow,Undiscovered,,,50.0,12850.0,0,Slither Wing,,,,,1.0,1
1156,989,Sandy Shocks,,9,electric,ground,570,85,81,97,121,85,101,Paradox Pokémon,2.3,60.0,Protosynthesis,,,3 Sp. Atk,30,Slow,Undiscovered,,,50.0,12850.0,0,Sandy Shocks,,,,,1.0,1
